notification_cpu, web_api_cpu, processor_cpu, notification_memory, web_api_memory, processor_memory, notification_error_rate, web_api_response_time_p95, processor_response_time_p95, notification_api_health, notification_delivery_success, notification_message_rate, notification_queue, notification_queue_depth, notification_thread_count, processor_db_connections, processor_memory_growth, processor_processing_rate, processor_queue, processor_queue_depth, processor_redis_health, processor_thread_count, web_api_db_connections, web_api_errors, web_api_queue_depth, web_api_redis_health, web_api_requests, web_api_requests_per_second, web_api_thread_count, timestamp                 , anomaly_label, anomaly_type
           11.85,       42.4 ,         25.34,               37.54,          61.15,            49.82,                    0.03,                    150.75,                      129.12,                    0.9 ,                          0.94,                      0.72,               0.63,                    10.49,                     19.7 ,                     8.48, 0.52                   ,                     16.79,            7.87,                 13.88,                   1.0 ,                  21.72,                  10.49,           0.27,                8.25,                 0.79,            12.24,                       24.03,                13.1 , realistic_normal_591      ,             0, normal
           16.97,       28.19,         16.61,               44.59,          47.42,            51.69,                    0.02,                    154.03,                      101.9 ,                    0.83,                          0.96,                     10.98,               3.47,                     0.81,                      2.79,                    11.73, 0.85                   ,                      4.09,           11.02,                  4.79,                   0.92,                  14.47,                   5.84,           2.38,                0.18,                 1.0 ,             8.13,                       60.43,                18.62, realistic_normal_857      ,             0, normal
           25.4 ,       45.69,         37.66,               54.83,          54.84,            52.34,                    0.02,                    186.18,                      142.1 ,                    0.93,                          1.0 ,                     60.15,               1.02,                     8.53,                     13.44,                    15.59, 0.09                   ,                      7.53,            3.65,                  7.49,                   0.84,                  12.35,                  14.12,           0.23,                0.36,                 1.0 ,             8.44,                        1.85,                11.13, confusing_1               ,             0, normal
           27.66,       13.63,          5.71,               79.65,          79.43,            83.42,                    0.04,                    312.1 ,                       38.52,                    0.96,                          0.98,                     80.87,               1.87,                     7.64,                     20.28,                     9.46, 0.06                   ,                     28.09,            6.82,                  1.01,                   0.92,                  20.01,                   7.13,           0.08,                1.12,                 1.0 ,            10.7 ,                       65.25,                10.34, realistic_memory_leak_54  ,             1, memory_leak
           28.83,       19.16,         25.04,               76.34,          71.44,            60.27,                    0.0 ,                    199.45,                      114.28,                    0.97,                          0.97,                     11.76,               1.14,                     3.28,                     11.33,                     7.25, -0.26                  ,                     36.12,            1.72,                  0.42,                   1.0 ,                  23.63,                  11.18,           3.11,               15.67,                 0.81,             8.15,                       30.64,                15.37, realistic_memory_leak_285 ,             1, memory_leak
           26.53,       29.33,          8.28,               46.02,          53.55,            52.93,                    0.03,                    125.68,                       75.28,                    0.96,                          0.89,                      7.19,               2.43,                     1.01,                     19.51,                     6.91, -0.15                  ,                      4.46,            6.11,                  6.65,                   0.96,                  14.44,                  14.06,           1.96,                0.91,                 0.89,             9.21,                       79.86,                12.15, realistic_normal_788      ,             0, normal
           13.12,       44.16,          3.98,               55.98,          62.82,            52.98,                    0.07,                    203.28,                      129.97,                    0.93,                          1.0 ,                     52.62,               4.41,                     2.07,                     13.2 ,                     8.6 , 0.84                   ,                     17.14,            8.17,                  1.85,                   0.97,                  15.47,                   6.87,           2.91,                2.68,                 0.66,            11.82,                       30.57,                13.1 , realistic_memory_leak_138 ,             1, memory_leak
           19.51,       33.92,         30.24,               51.07,          51.69,            48.73,                    0.0 ,                    147.5 ,                       94.33,                    1.0 ,                          0.98,                     14.84,               1.68,                     1.84,                     10.25,                    10.54, 0.8                    ,                     18.65,            4.71,                  6.3 ,                   0.89,                   7.07,                   9.6 ,           1.14,                1.0 ,                 0.93,            13.69,                        5.65,                16.11, realistic_normal_43       ,             0, normal
            9.07,       49.27,         29.78,               42.03,          52.57,            46.35,                    0.03,                    163.76,                       67.64,                    1.0 ,                          1.0 ,                      9.47,               4.95,                     0.99,                     15.74,                    11.14, -0.05                  ,                     66.65,            1.65,                  5.36,                   1.0 ,                  15.88,                   6.11,           3.17,                4.95,                 1.0 ,             8.46,                       38.02,                10.64, realistic_normal_930      ,             0, normal
           18.71,       34.14,         26.87,               48.18,          55.59,            50.77,                    0.0 ,                    183.83,                       89.74,                    1.0 ,                          1.0 ,                      8.88,               9.63,                     5.8 ,                     21.41,                    10.23, -0.55                  ,                     16.76,            3.52,                  3.79,                   0.92,                  17.84,                  11.79,           0.87,                7.59,                 1.0 ,             7.88,                       26.33,                13.12, realistic_normal_274      ,             0, normal
           30.55,       92.54,         40.06,               42.8 ,          50.09,            54.93,                    0.1 ,                    278.16,                      150.07,                    1.0 ,                          0.97,                     85.57,               3.19,                     4.72,                     10.8 ,                    10.84, -0.4                   ,                     23.75,            1.6 ,                  1.45,                   0.84,                   8.69,                   5.45,           0.67,                0.95,                 0.99,            10.7 ,                       14.26,                16.86, realistic_cpu_spike_252   ,             1, cpu_spike
           25.73,       13.86,         14.18,               54.85,          60.11,            51.94,                    0.01,                    114.81,                      128.58,                    1.0 ,                          1.0 ,                     60.14,               9.11,                     8.12,                     21.65,                    10.13, 0.38                   ,                     33.52,            2.57,                  0.83,                   0.78,                  17.69,                  10.45,           0.9 ,                2.19,                 1.0 ,             8.39,                       46.68,                14.25, realistic_normal_101      ,             0, normal
           22.27,        2.79,          0.0 ,               54.26,          44.98,            54.05,                    0.02,                    151.85,                       84.02,                    0.9 ,                          0.91,                     26.14,               1.01,                    19.13,                      8.86,                    11.21, -0.37                  ,                      0.66,            2.61,                  1.85,                   0.95,                   2.98,                  14.45,           1.0 ,                9.31,                 1.0 ,            10.65,                        4.11,                17.66, realistic_normal_1151     ,             0, normal
           17.26,        3.87,         11.4 ,               44.05,          36.44,            53.38,                    0.01,                     67.87,                      129.53,                    0.99,                          0.98,                     52.3 ,               4.16,                     2.28,                      7.3 ,                     9.3 , 0.13                   ,                     23.09,            3.8 ,                  0.1 ,                   1.0 ,                  15.54,                   8.67,           4.66,                4.66,                 0.98,             7.37,                       42.54,                11.42, realistic_normal_859      ,             0, normal
           28.62,       73.32,         22.46,               47.79,          53.54,            36.85,                    0.0 ,                    164.95,                      153.83,                    0.95,                          0.93,                     76.46,               2.85,                     7.79,                      8.23,                     9.02, 0.15                   ,                    173.19,            1.0 ,                  1.61,                   0.9 ,                  17.57,                  13.06,           1.01,                1.8 ,                 0.92,            12.22,                       25.87,                17.56, realistic_cpu_spike_361   ,             1, cpu_spike
           28.8 ,       20.69,         23.45,               44.64,          47.45,            44.01,                    0.02,                    163.18,                       75.56,                    0.9 ,                          1.0 ,                     24.89,               6.95,                     0.67,                     12.56,                     7.81, 0.48                   ,                     56.57,            4.17,                 13.24,                   0.89,                  14.17,                  14.6 ,           0.27,                2.12,                 0.96,            11.01,                       15.43,                15.98, realistic_normal_107      ,             0, normal
           16.43,        3.62,          2.64,               38.54,          56.08,            45.65,                    0.01,                    128.82,                       99.06,                    0.88,                          0.98,                      3.73,               2.9 ,                     6.17,                     23.54,                     6.46, -0.15                  ,                    136.5 ,            4.35,                  1.69,                   0.86,                  22.31,                   8.89,           1.03,                0.27,                 0.9 ,             8.27,                       11.23,                11.62, realistic_normal_809      ,             0, normal
            7.18,       24.23,         10.74,               37.92,          50.63,            37.46,                    0.02,                    109.68,                      138.08,                    1.0 ,                          0.99,                     56.74,              10.99,                     2.98,                     13.45,                     3.88, -0.43                  ,                    135.01,            6.28,                 13.17,                   1.0 ,                  21.35,                   8.95,           3.47,                1.92,                 0.89,            10.55,                       66.21,                12.32, realistic_normal_497      ,             0, normal
           33.69,       42.56,         40.1 ,               43.04,          52.7 ,            47.98,                    0.05,                    214.38,                      149.57,                    0.94,                          1.0 ,                     30.94,               4.78,                     3.02,                      5.94,                     7.26, 0.16                   ,                     46.75,            1.14,                  1.45,                   1.0 ,                  12.77,                   3.81,           0.04,               10.96,                 0.98,            12.08,                       18.99,                22.25, confusing_90              ,             1, cpu_spike
            8.04,       27.23,         74.5 ,               45.04,          52.14,            48.97,                    0.07,                    200.48,                      196.37,                    0.86,                          1.0 ,                     28.58,               5.91,                     0.87,                     16.08,                    10.53, 0.04                   ,                     19.98,           21.17,                  0.24,                   0.75,                  14.76,                   7.66,           1.38,               11.02,                 0.86,            11.73,                        3.27,                16.94, realistic_cpu_spike_189   ,             1, cpu_spike
           40.89,      100.0 ,         66.06,               48.85,          47.9 ,            48.45,                    0.05,                    264.03,                      111.8 ,                    1.0 ,                          0.88,                    134.73,               3.33,                     0.18,                      6.13,                    12.47, 0.02                   ,                     67.62,           11.97,                  2.25,                   1.0 ,                  13.45,                  10.29,           0.24,                5.02,                 1.0 ,             6.61,                        0.81,                26.59, realistic_cpu_spike_242   ,             1, cpu_spike
           27.16,       35.95,         22.73,               39.13,          55.98,            47.16,                    0.01,                    106.29,                      121.64,                    0.88,                          0.91,                     18.12,               1.46,                     0.25,                     15.52,                     7.86, -1.83                  ,                     42.73,            1.69,                  5.44,                   1.0 ,                   4.48,                  10.09,           1.75,                6.5 ,                 1.0 ,             9.34,                      126.45,                 7.62, realistic_normal_730      ,             0, normal
           28.4 ,       43.61,         36.5 ,               44.68,          52.59,            47.99,                    0.07,                    186.72,                      137.7 ,                    0.82,                          0.93,                     15.52,               0.56,                    11.17,                     19.67,                    11.06, 0.08                   ,                      2.06,            4.19,                  5.87,                   1.0 ,                  18.16,                   6.48,           0.76,                3.9 ,                 0.96,            13.62,                       26.54,                 6.89, confusing_9               ,             1, cpu_spike
           23.68,       18.57,         25.52,               46.48,          39.84,            45.16,                    0.0 ,                    186.97,                      113.96,                    0.97,                          0.97,                     37.36,               0.78,                     5.15,                     12.61,                    10.06, 0.77                   ,                     40.53,            1.66,                 13.2 ,                   0.9 ,                  11.07,                   7.5 ,           0.44,               11.25,                 1.0 ,            10.17,                      187.04,                12.13, realistic_normal_1198     ,             0, normal
            7.45,       22.84,         36.3 ,               31.2 ,          49.56,            58.6 ,                    1.0 ,                    373.25,                      262.88,                    0.88,                          0.98,                     25.06,               2.15,                     5.21,                     12.58,                    10.77, 1.31                   ,                    197.43,            2.88,                  1.09,                   1.0 ,                  19.9 ,                  11.68,           0.7 ,                5.89,                 0.69,            10.77,                        1.74,                14.6 , realistic_service_crash_12,             1, service_crash
           28.68,       36.68,         30.5 ,               90.31,          73.33,            68.99,                    0.03,                    216.81,                      102.17,                    0.96,                          0.93,                      2.71,               2.0 ,                     5.18,                     13.95,                    10.77, 0.25                   ,                     17.46,            0.24,                  2.58,                   0.85,                   7.67,                   8.61,           0.46,                4.09,                 0.96,            13.73,                       10.3 ,                11.15, realistic_memory_leak_211 ,             1, memory_leak
           18.8 ,       88.71,         49.36,               59.5 ,          48.22,            46.83,                    0.01,                    211.42,                      178.3 ,                    0.97,                          1.0 ,                     17.34,               5.81,                     8.15,                      8.73,                    11.44, -0.4                   ,                    235.36,           10.19,                  4.69,                   0.99,                  14.44,                  13.78,           1.55,                5.2 ,                 0.89,            13.14,                       11.6 ,                13.42, realistic_cpu_spike_34    ,             1, cpu_spike
            9.67,       14.86,         28.33,               40.24,          48.25,            40.4 ,                    0.01,                    169.66,                       90.14,                    1.0 ,                          0.88,                      3.85,               2.25,                     2.62,                     21.47,                     9.08, 0.45                   ,                     23.84,            7.64,                  7.11,                   0.91,                  21.61,                  10.11,           0.33,                1.8 ,                 1.0 ,             8.97,                       10.2 ,                13.0 , realistic_normal_693      ,             0, normal
           24.01,       24.23,          0.0 ,               55.1 ,          44.57,            43.42,                    0.03,                    159.62,                       27.41,                    1.0 ,                          0.97,                    100.34,              19.75,                     2.62,                     17.61,                    11.94, 0.38                   ,                     11.19,            0.58,                  9.62,                   0.96,                  20.83,                   9.39,           2.24,                0.32,                 0.94,            12.01,                       35.71,                18.28, realistic_normal_72       ,             0, normal
           17.64,       33.16,         33.19,               41.03,          54.76,            56.14,                    0.02,                    220.4 ,                       84.12,                    0.87,                          1.0 ,                    179.76,              15.4 ,                     1.29,                      7.19,                    13.44, -0.07                  ,                    123.7 ,            1.35,                  1.54,                   0.89,                   9.05,                  11.63,           1.54,                4.37,                 1.0 ,             8.32,                        0.45,                11.26, realistic_normal_949      ,             0, normal
           52.85,       46.69,         46.98,               36.21,          45.1 ,            51.89,                    0.12,                    225.14,                      251.17,                    1.0 ,                          1.0 ,                     43.64,               9.83,                     1.12,                     11.59,                    10.96, 1.17                   ,                      0.63,            0.57,                  0.48,                   0.89,                  22.15,                   5.59,           5.51,                1.47,                 0.93,             7.9 ,                        7.89,                15.27, realistic_cpu_spike_348   ,             1, cpu_spike
           20.16,       47.48,         56.26,               52.4 ,          49.67,            61.45,                    0.02,                    249.97,                      183.17,                    0.91,                          0.99,                     46.92,               8.69,                     0.1 ,                     20.88,                    10.13, 0.41                   ,                    151.88,            7.23,                  0.83,                   0.91,                   9.87,                   8.73,           0.93,                2.87,                 0.79,            12.25,                        3.84,                13.8 , realistic_cpu_spike_61    ,             1, cpu_spike
           17.42,       17.84,          7.56,               66.42,          66.01,            72.73,                    0.07,                    203.6 ,                      238.44,                    0.96,                          0.93,                    101.17,               3.99,                     2.77,                     13.78,                    10.6 , -0.16                  ,                     25.51,            1.46,                 10.47,                   0.96,                   8.25,                  11.36,           1.71,               11.35,                 0.99,             6.46,                        9.14,                11.35, realistic_memory_leak_19  ,             1, memory_leak
           27.79,        3.15,         12.5 ,               48.83,          44.88,            49.85,                    0.05,                    159.64,                      133.46,                    0.92,                          0.94,                     56.02,               0.22,                     9.1 ,                     19.06,                    11.57, -0.34                  ,                     12.71,            0.35,                  3.28,                   1.0 ,                  11.17,                   7.84,           0.84,                1.68,                 0.83,            12.33,                        9.87,                12.75, realistic_normal_481      ,             0, normal
           13.91,        1.15,         23.9 ,               50.35,          45.38,            48.16,                    0.02,                    146.68,                       74.95,                    1.0 ,                          1.0 ,                     76.13,               0.61,                     0.26,                     19.62,                     9.78, 1.15                   ,                     69.77,            1.06,                  2.29,                   1.0 ,                  16.28,                   7.07,           0.24,                9.56,                 0.96,            10.75,                        6.25,                15.02, realistic_normal_1157     ,             0, normal
            2.89,        5.43,         35.42,               41.21,          50.13,            33.69,                    0.02,                    180.73,                       71.78,                    0.74,                          1.0 ,                     82.98,               1.4 ,                    10.74,                     25.27,                    13.45, 0.18                   ,                     46.01,            7.0 ,                  2.84,                   0.97,                  11.46,                  10.23,           0.09,                8.84,                 1.0 ,             6.74,                       45.25,                15.16, realistic_normal_506      ,             0, normal
           36.04,       41.61,         21.99,               42.75,          48.77,            51.05,                    0.18,                    255.73,                       81.46,                    1.0 ,                          0.94,                     22.12,               0.2 ,                    10.51,                     15.75,                    11.69, -0.02                  ,                     15.65,            1.97,                 16.19,                   0.97,                  13.79,                  10.02,           0.48,                0.04,                 0.92,             6.87,                       19.53,                24.21, realistic_cpu_spike_22    ,             1, cpu_spike
            0.0 ,       10.13,          9.51,               40.45,          54.92,            55.26,                    0.03,                    170.35,                       97.49,                    0.96,                          0.97,                      1.83,               3.47,                     2.51,                     12.46,                     4.61, 0.35                   ,                     33.25,            2.04,                  1.09,                   1.0 ,                  20.77,                  10.22,           1.22,                5.82,                 0.96,             8.85,                       21.97,                18.36, realistic_normal_907      ,             0, normal
           26.03,       47.53,         41.33,               40.49,          54.89,            49.42,                    0.03,                    213.62,                      155.28,                    1.0 ,                          0.99,                      1.48,              14.52,                     0.29,                      8.16,                    13.79, 0.69                   ,                     14.67,            4.38,                  8.04,                   0.87,                   6.05,                  11.84,           0.27,                0.96,                 0.99,            13.32,                       35.53,                12.93, confusing_94              ,             1, cpu_spike
           17.68,        0.0 ,         10.14,               61.43,          46.41,            56.85,                    0.05,                    125.57,                      127.32,                    0.98,                          0.97,                     19.36,               1.8 ,                     0.94,                     12.81,                     9.31, 0.62                   ,                    165.02,            4.38,                  0.74,                   0.97,                  15.09,                  10.47,           0.39,                1.66,                 1.0 ,             6.6 ,                        5.4 ,                15.46, realistic_normal_1055     ,             0, normal
           16.67,        0.0 ,         50.13,               44.84,          48.12,            44.34,                    0.04,                    127.83,                      124.01,                    1.0 ,                          1.0 ,                     32.08,               1.12,                    10.98,                     10.29,                    11.52, 0.62                   ,                    108.97,            1.26,                 22.44,                   1.0 ,                  16.59,                   6.71,           1.07,                2.71,                 1.0 ,             9.87,                       51.82,                 9.55, realistic_normal_780      ,             0, normal
            0.0 ,        6.45,          9.2 ,               57.51,          68.88,            66.07,                    0.01,                    108.83,                      134.89,                    0.87,                          1.0 ,                      6.84,               4.77,                     1.93,                     14.48,                     9.19, -0.38                  ,                     27.93,            2.26,                  7.26,                   0.93,                  16.07,                   9.14,           0.39,                8.56,                 0.83,            11.14,                       51.7 ,                21.97, realistic_memory_leak_199 ,             1, memory_leak
           22.17,       38.88,         22.02,               50.41,          49.77,            49.64,                    0.01,                    196.6 ,                       96.68,                    1.0 ,                          0.86,                     41.6 ,               3.18,                     0.25,                     23.3 ,                     9.56, 0.6                    ,                     44.45,            0.75,                  0.02,                   1.0 ,                   9.91,                   8.08,           0.2 ,                0.07,                 0.89,            10.9 ,                       47.62,                16.62, realistic_normal_311      ,             0, normal
           41.85,       38.65,         31.36,               51.95,          44.44,            53.49,                    0.05,                    323.8 ,                      233.71,                    0.97,                          0.99,                      0.98,               2.25,                     0.2 ,                     12.17,                     6.05, 0.12                   ,                     52.33,            2.25,                  4.62,                   1.0 ,                  12.11,                  12.75,           2.69,                1.2 ,                 0.98,            10.06,                       47.05,                24.41, realistic_cpu_spike_280   ,             1, cpu_spike
           10.98,        9.31,         17.49,               41.74,          61.1 ,            39.84,                    0.0 ,                    154.11,                      107.45,                    0.95,                          0.97,                    101.8 ,               0.38,                    10.43,                     12.35,                     2.52, 0.43                   ,                     18.53,            1.76,                  1.82,                   0.98,                  17.95,                  13.2 ,           0.3 ,                4.81,                 1.0 ,            12.97,                       18.5 ,                13.95, realistic_normal_405      ,             0, normal
            0.0 ,       20.69,         28.76,               15.65,          61.86,            66.95,                    1.0 ,                    323.83,                      266.92,                    1.0 ,                          0.95,                     13.84,               1.47,                     0.8 ,                      9.28,                    11.9 , 0.33                   ,                     69.23,            9.85,                  1.92,                   1.0 ,                  24.52,                  11.46,           0.53,                5.32,                 0.76,            11.07,                       19.49,                16.86, realistic_service_crash_60,             1, service_crash
           26.77,       26.21,          2.57,               59.48,          51.82,            65.5 ,                    0.05,                    165.75,                      156.44,                    0.94,                          0.93,                     14.5 ,               5.78,                     1.8 ,                     22.05,                    13.39, 0.28                   ,                      9.32,            4.39,                  0.78,                   0.92,                  15.22,                  13.06,           0.04,                5.85,                 1.0 ,            13.86,                       37.73,                20.67, realistic_memory_leak_119 ,             1, memory_leak
           41.71,       43.32,         49.01,               41.06,          56.45,            54.46,                    0.07,                    247.92,                      193.17,                    1.0 ,                          0.94,                    102.8 ,               7.42,                    11.07,                     17.44,                     6.21, -0.35                  ,                      8.23,           13.3 ,                  0.97,                   0.93,                  13.85,                  11.12,           1.67,                4.14,                 0.98,             9.58,                       30.36,                20.28, realistic_cpu_spike_119   ,             1, cpu_spike
           67.32,       62.07,         66.94,               30.83,          46.04,            52.63,                    0.01,                    153.13,                      137.6 ,                    1.0 ,                          1.0 ,                     72.44,               6.49,                     1.33,                      7.55,                    12.49, -0.09                  ,                     64.23,            6.24,                  1.57,                   0.89,                  20.92,                   5.26,           0.13,                2.73,                 0.88,             9.94,                       64.55,                13.27, realistic_cpu_spike_159   ,             1, cpu_spike
           13.63,       26.31,         19.81,               65.67,          42.02,            34.07,                    0.0 ,                    163.3 ,                      102.22,                    0.96,                          1.0 ,                     49.15,               2.63,                     1.47,                     12.55,                    11.29, 0.49                   ,                     39.67,            4.7 ,                  0.48,                   0.81,                  14.41,                  11.85,           2.42,                2.59,                 0.84,            11.18,                      102.47,                 9.21, realistic_normal_309      ,             0, normal
           13.7 ,       11.93,         20.87,               50.91,          43.14,            48.61,                    0.0 ,                    178.25,                      106.84,                    1.0 ,                          0.92,                      4.1 ,               4.63,                     0.9 ,                     10.52,                    13.19, 1.27                   ,                      9.39,            6.77,                  1.8 ,                   0.86,                  10.23,                  11.36,           1.17,                0.69,                 0.8 ,             9.09,                       68.99,                17.76, realistic_normal_226      ,             0, normal
           20.51,       32.26,         26.4 ,               58.76,          67.04,            71.62,                    0.01,                    168.65,                      185.96,                    0.78,                          0.91,                     11.97,              13.97,                     8.2 ,                     12.77,                     9.15, -0.5                   ,                      0.36,           10.91,                  9.53,                   0.77,                  16.77,                  11.22,           1.32,                5.03,                 1.0 ,            11.11,                       14.14,                11.88, realistic_memory_leak_232 ,             1, memory_leak
           15.02,       32.01,         16.05,               48.08,          47.38,            56.57,                    0.01,                    203.64,                      112.96,                    0.82,                          1.0 ,                     85.3 ,               3.98,                     8.5 ,                     13.08,                    17.33, 0.04                   ,                     11.53,           11.37,                  0.81,                   0.98,                   9.32,                  13.18,           0.84,                4.79,                 0.99,             9.87,                        7.07,                 8.72, realistic_normal_998      ,             0, normal
           33.72,       75.88,         70.09,               48.23,          41.01,            49.86,                    0.02,                    336.89,                      138.03,                    1.0 ,                          0.93,                    110.02,               2.05,                     0.73,                      8.15,                    14.09, 1.2                    ,                     26.19,           12.93,                  2.55,                   1.0 ,                  18.44,                   8.97,           0.15,                0.66,                 0.96,             7.65,                        2.4 ,                10.75, realistic_cpu_spike_136   ,             1, cpu_spike
           21.45,       48.63,         22.62,               67.48,          73.19,            72.92,                    0.02,                    276.41,                      142.5 ,                    0.97,                          0.98,                     40.47,               5.44,                     6.52,                     21.2 ,                     3.85, -0.27                  ,                     13.68,            2.76,                  1.19,                   1.0 ,                  13.88,                  10.18,           0.16,                2.79,                 0.99,             6.69,                       11.48,                21.53, realistic_memory_leak_173 ,             1, memory_leak
           28.3 ,       47.69,         40.88,               45.13,          53.26,            50.95,                    0.08,                    219.8 ,                      120.46,                    0.98,                          0.93,                     12.01,              10.01,                    18.43,                     12.06,                    10.47, 0.28                   ,                     40.48,            5.08,                  9.68,                   0.95,                  14.4 ,                  12.44,           0.19,                6.82,                 0.95,            10.1 ,                        0.52,                15.27, confusing_77              ,             0, normal
           17.65,       37.63,         40.4 ,               33.29,          57.24,            59.51,                    0.04,                     69.31,                       86.34,                    0.98,                          1.0 ,                     61.22,              15.28,                    12.21,                      4.84,                    10.4 , -0.16                  ,                     61.98,            1.84,                  9.62,                   1.0 ,                  12.57,                   9.67,           3.5 ,                4.93,                 1.0 ,            12.63,                       17.5 ,                13.18, realistic_normal_937      ,             0, normal
            8.09,       24.53,         20.22,               48.78,          41.8 ,            52.15,                    0.01,                    119.58,                       96.2 ,                    0.88,                          0.95,                     35.15,               7.32,                     0.32,                     10.08,                    10.6 , 0.06                   ,                     92.89,            1.52,                  2.74,                   0.89,                  14.69,                   8.34,           0.86,                4.23,                 0.83,             7.76,                        5.64,                11.09, realistic_normal_148      ,             0, normal
           23.01,       14.36,         27.16,               45.27,          62.13,            46.49,                    0.01,                    144.48,                      118.09,                    0.88,                          0.92,                     95.79,               3.45,                     2.19,                      9.54,                    10.4 , 0.88                   ,                     87.61,           13.06,                  2.66,                   1.0 ,                  13.68,                  10.45,           0.06,                0.67,                 0.81,             9.49,                       16.91,                 8.47, realistic_normal_764      ,             0, normal
           47.15,       40.61,         40.63,               58.01,          59.13,            53.02,                    0.06,                    196.65,                      167.94,                    0.73,                          0.98,                     48.14,               2.66,                     0.81,                     21.35,                    10.02, 0.14                   ,                     20.51,            6.26,                  4.85,                   1.0 ,                  13.37,                  10.5 ,           0.65,                1.92,                 0.88,            10.98,                       71.25,                20.13, realistic_cpu_spike_51    ,             1, cpu_spike
           26.24,       31.74,         20.56,               65.62,          70.6 ,            78.58,                    0.04,                    129.78,                      214.98,                    1.0 ,                          1.0 ,                     13.72,               2.48,                     7.6 ,                     18.8 ,                    11.07, -0.0                   ,                     91.28,           11.29,                  1.76,                   0.77,                  17.63,                   7.43,           0.83,                3.97,                 0.88,             7.85,                      132.11,                13.85, realistic_memory_leak_239 ,             1, memory_leak
            0.0 ,       30.82,         17.62,               30.37,          39.92,            54.83,                    0.01,                    122.31,                       98.83,                    0.87,                          1.0 ,                     11.12,               3.94,                    18.2 ,                     14.59,                    15.81, 0.47                   ,                    111.16,            1.14,                  9.79,                   1.0 ,                  16.65,                   9.55,           0.33,               13.08,                 0.92,             7.08,                      252.55,                29.69, realistic_normal_692      ,             0, normal
            7.95,       55.18,         29.95,               49.42,          56.03,            49.71,                    0.01,                    249.93,                      100.89,                    1.0 ,                          1.0 ,                     86.57,               0.14,                     6.61,                     18.48,                    12.96, 0.75                   ,                    135.91,            1.3 ,                  4.33,                   0.93,                  18.09,                  12.24,           0.96,                0.09,                 1.0 ,            11.49,                       64.16,                13.05, realistic_normal_964      ,             0, normal
            6.31,       32.25,          9.76,               57.61,          52.97,            46.06,                    0.0 ,                    154.37,                      104.37,                    0.87,                          0.99,                     46.26,               2.12,                     0.09,                     19.68,                    11.46, -0.37                  ,                    148.75,            2.25,                  6.63,                   0.82,                   9.88,                  11.6 ,           0.3 ,                1.66,                 0.9 ,            10.35,                       23.05,                14.86, realistic_normal_987      ,             0, normal
